p_index_int,"acc_tag","acc_txt","replaceText","print_index","Print_index_a0000"
854,"_3116_","3116","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3116_','a00854') WHERE 1; ","854","a00854"
855,"_3005_","3005","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3005_','a00855') WHERE 1; ","855","a00855"
856,"_3110_","3110","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3110_','a00856') WHERE 1; ","856","a00856"
857,"_3039_","3039","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3039_','a00857') WHERE 1; ","857","a00857"
858,"_3040_","3040","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3040_','a00858') WHERE 1; ","858","a00858"
859,"_3092_","3092","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3092_','a00859') WHERE 1; ","859","a00859"
860,"_3024_","3024","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3024_','a00860') WHERE 1; ","860","a00860"
861,"_3025_","3025","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3025_','a00861') WHERE 1; ","861","a00861"
862,"_3076_","3076","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3076_','a00862') WHERE 1; ","862","a00862"
863,"_3089_","3089","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3089_','a00863') WHERE 1; ","863","a00863"
864,"_3100_","3100","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3100_','a00864') WHERE 1; ","864","a00864"
865,"_3140_","3140","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3140_','a00865') WHERE 1; ","865","a00865"
866,"_842_","842","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_842_','a00866') WHERE 1; ","866","a00866"
867,"_3029_","3029","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3029_','a00867') WHERE 1; ","867","a00867"
868,"_3027_","3027","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3027_','a00868') WHERE 1; ","868","a00868"
869,"_3003_","3003","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3003_','a00869') WHERE 1; ","869","a00869"
870,"_3127_","3127","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3127_','a00870') WHERE 1; ","870","a00870"
871,"_3111_","3111","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3111_','a00871') WHERE 1; ","871","a00871"
872,"_3044_","3044","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3044_','a00872') WHERE 1; ","872","a00872"
873,"_3045_","3045","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3045_','a00873') WHERE 1; ","873","a00873"
874,"_3046_","3046","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3046_','a00874') WHERE 1; ","874","a00874"
875,"_3047_","3047","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3047_','a00875') WHERE 1; ","875","a00875"
876,"_3075_","3075","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3075_','a00876') WHERE 1; ","876","a00876"
877,"_3016_","3016","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3016_','a00877') WHERE 1; ","877","a00877"
878,"_834_","834","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_834_','a00878') WHERE 1; ","878","a00878"
879,"_3042_","3042","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3042_','a00879') WHERE 1; ","879","a00879"
880,"_839_","839","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_839_','a00880') WHERE 1; ","880","a00880"
881,"_3096_","3096","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3096_','a00881') WHERE 1; ","881","a00881"
882,"_3079_","3079","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3079_','a00882') WHERE 1; ","882","a00882"
883,"_3080_","3080","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3080_','a00883') WHERE 1; ","883","a00883"
884,"_3081_","3081","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3081_','a00884') WHERE 1; ","884","a00884"
885,"_3004_","3004","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3004_','a00885') WHERE 1; ","885","a00885"
886,"_3078_","3078","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3078_','a00886') WHERE 1; ","886","a00886"
887,"_3135_","3135","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3135_','a00887') WHERE 1; ","887","a00887"
888,"_3008_","3008","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3008_','a00888') WHERE 1; ","888","a00888"
889,"_3118_","3118","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3118_','a00889') WHERE 1; ","889","a00889"
890,"_3028_","3028","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3028_','a00890') WHERE 1; ","890","a00890"
891,"_836_","836","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_836_','a00891') WHERE 1; ","891","a00891"
892,"_3097_","3097","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3097_','a00892') WHERE 1; ","892","a00892"
893,"_3137_","3137","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3137_','a00893') WHERE 1; ","893","a00893"
894,"_3002_","3002","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3002_','a00894') WHERE 1; ","894","a00894"
895,"_3060_","3060","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3060_','a00895') WHERE 1; ","895","a00895"
896,"_3059_","3059","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3059_','a00896') WHERE 1; ","896","a00896"
897,"_3061_","3061","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3061_','a00897') WHERE 1; ","897","a00897"
898,"_3058_","3058","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3058_','a00898') WHERE 1; ","898","a00898"
899,"_3000_","3000","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3000_','a00899') WHERE 1; ","899","a00899"
900,"_3077_","3077","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3077_','a00900') WHERE 1; ","900","a00900"
901,"_3070_","3070","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3070_','a00901') WHERE 1; ","901","a00901"
902,"_3001_","3001","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3001_','a00902') WHERE 1; ","902","a00902"
903,"_3019_","3019","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3019_','a00903') WHERE 1; ","903","a00903"
904,"_3130_","3130","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3130_','a00904') WHERE 1; ","904","a00904"
905,"_3123_","3123","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3123_','a00905') WHERE 1; ","905","a00905"
906,"_3033_","3033","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3033_','a00906') WHERE 1; ","906","a00906"
907,"_3034_","3034","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3034_','a00907') WHERE 1; ","907","a00907"
908,"_3035_","3035","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3035_','a00908') WHERE 1; ","908","a00908"
909,"_3036_","3036","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3036_','a00909') WHERE 1; ","909","a00909"
910,"_3026_","3026","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3026_','a00910') WHERE 1; ","910","a00910"
911,"_3018_","3018","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3018_','a00911') WHERE 1; ","911","a00911"
912,"_3074_","3074","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3074_','a00912') WHERE 1; ","912","a00912"
913,"_3121_","3121","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3121_','a00913') WHERE 1; ","913","a00913"
914,"_3083_","3083","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3083_','a00914') WHERE 1; ","914","a00914"
915,"_3125_","3125","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3125_','a00915') WHERE 1; ","915","a00915"
916,"_3017_","3017","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3017_','a00916') WHERE 1; ","916","a00916"
917,"_3085_","3085","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3085_','a00917') WHERE 1; ","917","a00917"
918,"_3015_","3015","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3015_','a00918') WHERE 1; ","918","a00918"
919,"_3138_","3138","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3138_','a00919') WHERE 1; ","919","a00919"
920,"_3103_","3103","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3103_','a00920') WHERE 1; ","920","a00920"
921,"_3098_","3098","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3098_','a00921') WHERE 1; ","921","a00921"
922,"_3105_","3105","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3105_','a00922') WHERE 1; ","922","a00922"
923,"_3122_","3122","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3122_','a00923') WHERE 1; ","923","a00923"
924,"_3073_","3073","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3073_','a00924') WHERE 1; ","924","a00924"
925,"_694_","694","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_694_','a00925') WHERE 1; ","925","a00925"
926,"_3021_","3021","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3021_','a00926') WHERE 1; ","926","a00926"
927,"_3020_","3020","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3020_','a00927') WHERE 1; ","927","a00927"
928,"_3131_","3131","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3131_','a00928') WHERE 1; ","928","a00928"
929,"_3030_","3030","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3030_','a00929') WHERE 1; ","929","a00929"
930,"_3115_","3115","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3115_','a00930') WHERE 1; ","930","a00930"
931,"_838_","838","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_838_','a00931') WHERE 1; ","931","a00931"
932,"_3063_","3063","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3063_','a00932') WHERE 1; ","932","a00932"
933,"_3038_","3038","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3038_','a00933') WHERE 1; ","933","a00933"
934,"_3022_","3022","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3022_','a00934') WHERE 1; ","934","a00934"
935,"_3006_","3006","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3006_','a00935') WHERE 1; ","935","a00935"
936,"_3120_","3120","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3120_','a00936') WHERE 1; ","936","a00936"
937,"_3106_","3106","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3106_','a00937') WHERE 1; ","937","a00937"
938,"_3037_","3037","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3037_','a00938') WHERE 1; ","938","a00938"
939,"_843_","843","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_843_','a00939') WHERE 1; ","939","a00939"
940,"_3094_","3094","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3094_','a00940') WHERE 1; ","940","a00940"
941,"_3084_","3084","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3084_','a00941') WHERE 1; ","941","a00941"
942,"_3133_","3133","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3133_','a00942') WHERE 1; ","942","a00942"
943,"_3126a_","3126a","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3126a_','a00943') WHERE 1; ","943","a00943"
944,"_3126_","3126","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3126_','a00944') WHERE 1; ","944","a00944"
945,"_3091_","3091","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3091_','a00945') WHERE 1; ","945","a00945"
946,"_3066_","3066","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3066_','a00946') WHERE 1; ","946","a00946"
947,"_3132_","3132","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3132_','a00947') WHERE 1; ","947","a00947"
948,"_3102_","3102","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3102_','a00948') WHERE 1; ","948","a00948"
949,"_3108_","3108","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3108_','a00949') WHERE 1; ","949","a00949"
950,"_3049_","3049","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3049_','a00950') WHERE 1; ","950","a00950"
951,"_3087_","3087","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3087_','a00951') WHERE 1; ","951","a00951"
952,"_3139_","3139","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3139_','a00952') WHERE 1; ","952","a00952"
953,"_3088_","3088","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3088_','a00953') WHERE 1; ","953","a00953"
954,"_3109_","3109","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3109_','a00954') WHERE 1; ","954","a00954"
955,"_3090_","3090","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3090_','a00955') WHERE 1; ","955","a00955"
956,"_3113_","3113","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3113_','a00956') WHERE 1; ","956","a00956"
957,"_3057_","3057","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3057_','a00957') WHERE 1; ","957","a00957"
958,"_3009_","3009","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3009_','a00958') WHERE 1; ","958","a00958"
959,"_3010_","3010","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3010_','a00959') WHERE 1; ","959","a00959"
960,"_3041_","3041","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3041_','a00960') WHERE 1; ","960","a00960"
961,"_3072_","3072","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3072_','a00961') WHERE 1; ","961","a00961"
962,"_3104_","3104","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3104_','a00962') WHERE 1; ","962","a00962"
963,"_3114_","3114","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3114_','a00963') WHERE 1; ","963","a00963"
964,"_3032_","3032","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3032_','a00964') WHERE 1; ","964","a00964"
965,"_3067_","3067","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3067_','a00965') WHERE 1; ","965","a00965"
966,"_3068_","3068","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3068_','a00966') WHERE 1; ","966","a00966"
967,"_3069_","3069","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3069_','a00967') WHERE 1; ","967","a00967"
968,"_3052_","3052","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3052_','a00968') WHERE 1; ","968","a00968"
969,"_3054_","3054","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3054_','a00969') WHERE 1; ","969","a00969"
970,"_3053_","3053","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3053_','a00970') WHERE 1; ","970","a00970"
971,"_847_","847","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_847_','a00971') WHERE 1; ","971","a00971"
972,"_848_","848","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_848_','a00972') WHERE 1; ","972","a00972"
973,"_3093_","3093","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3093_','a00973') WHERE 1; ","973","a00973"
974,"_841_","841","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_841_','a00974') WHERE 1; ","974","a00974"
975,"_2999_","2999","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_2999_','a00975') WHERE 1; ","975","a00975"
976,"_3117_","3117","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3117_','a00976') WHERE 1; ","976","a00976"
977,"_3048_","3048","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3048_','a00977') WHERE 1; ","977","a00977"
978,"_3014_","3014","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3014_','a00978') WHERE 1; ","978","a00978"
979,"_3031_","3031","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3031_','a00979') WHERE 1; ","979","a00979"
980,"_3064_","3064","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3064_','a00980') WHERE 1; ","980","a00980"
981,"_3051_","3051","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3051_','a00981') WHERE 1; ","981","a00981"
982,"_3107_","3107","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3107_','a00982') WHERE 1; ","982","a00982"
983,"_3050_","3050","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3050_','a00983') WHERE 1; ","983","a00983"
984,"_3119_","3119","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3119_','a00984') WHERE 1; ","984","a00984"
985,"_835_","835","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_835_','a00985') WHERE 1; ","985","a00985"
986,"_3099_","3099","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3099_','a00986') WHERE 1; ","986","a00986"
987,"_3129_","3129","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3129_','a00987') WHERE 1; ","987","a00987"
988,"_3071_","3071","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3071_','a00988') WHERE 1; ","988","a00988"
989,"_3124_","3124","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3124_','a00989') WHERE 1; ","989","a00989"
990,"_3065_","3065","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_3065_','a00990') WHERE 1; ","990","a00990"
991,"_923_","923","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_923_','a00991') WHERE 1; ","991","a00991"
992,"_925_","925","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_925_','a00992') WHERE 1; ","992","a00992"
993,"_926_","926","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_926_','a00993') WHERE 1; ","993","a00993"
994,"_927a_","927a","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_927a_','a00994') WHERE 1; ","994","a00994"
995,"_928a_","928a","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_928a_','a00995') WHERE 1; ","995","a00995"
996,"_927_","927","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_927_','a00996') WHERE 1; ","996","a00996"
997,"_928_","928","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_928_','a00997') WHERE 1; ","997","a00997"
998,"_868_","868","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_868_','a00998') WHERE 1; ","998","a00998"
999,"_867_","867","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_867_','a00999') WHERE 1; ","999","a00999"
1000,"_865_","865","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_865_','a01000') WHERE 1; ","1000","a01000"
1001,"_866_","866","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_866_','a01001') WHERE 1; ","1001","a01001"
1002,"_869_","869","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_869_','a01002') WHERE 1; ","1002","a01002"
1003,"_183_","183","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_183_','a01003') WHERE 1; ","1003","a01003"
1004,"_189_","189","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_189_','a01004') WHERE 1; ","1004","a01004"
1005,"_194_","194","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_194_','a01005') WHERE 1; ","1005","a01005"
1006,"_197_","197","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_197_','a01006') WHERE 1; ","1006","a01006"
1007,"_195_","195","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_195_','a01007') WHERE 1; ","1007","a01007"
1008,"_185_","185","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_185_','a01008') WHERE 1; ","1008","a01008"
1009,"_192_","192","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_192_','a01009') WHERE 1; ","1009","a01009"
1010,"_181_","181","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_181_','a01010') WHERE 1; ","1010","a01010"
1011,"_178_","178","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_178_','a01011') WHERE 1; ","1011","a01011"
1012,"_171_","171","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_171_','a01012') WHERE 1; ","1012","a01012"
1013,"_191_","191","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_191_','a01013') WHERE 1; ","1013","a01013"
1014,"_193_","193","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_193_','a01014') WHERE 1; ","1014","a01014"
1015,"_187_","187","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_187_','a01015') WHERE 1; ","1015","a01015"
1016,"_168_","168","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_168_','a01016') WHERE 1; ","1016","a01016"
1017,"_190_","190","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_190_','a01017') WHERE 1; ","1017","a01017"
1018,"_186_","186","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_186_','a01018') WHERE 1; ","1018","a01018"
1019,"_455_","455","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_455_','a01019') WHERE 1; ","1019","a01019"
1020,"_456_","456","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_456_','a01020') WHERE 1; ","1020","a01020"
1021,"_170_","170","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_170_','a01021') WHERE 1; ","1021","a01021"
1022,"_179_","179","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_179_','a01022') WHERE 1; ","1022","a01022"
1023,"_198_","198","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_198_','a01023') WHERE 1; ","1023","a01023"
1024,"_196_","196","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_196_','a01024') WHERE 1; ","1024","a01024"
1025,"_174_","174","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_174_','a01025') WHERE 1; ","1025","a01025"
1026,"_182_","182","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_182_','a01026') WHERE 1; ","1026","a01026"
1027,"_184_","184","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_184_','a01027') WHERE 1; ","1027","a01027"
1028,"_180_","180","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_180_','a01028') WHERE 1; ","1028","a01028"
1029,"_188_","188","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_188_','a01029') WHERE 1; ","1029","a01029"
1030,"_169_","169","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_169_','a01030') WHERE 1; ","1030","a01030"
1031,"_173_","173","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_173_','a01031') WHERE 1; ","1031","a01031"
1032,"_175_","175","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_175_','a01032') WHERE 1; ","1032","a01032"
1033,"_177_","177","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_177_','a01033') WHERE 1; ","1033","a01033"
1034,"_172_","172","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_172_','a01034') WHERE 1; ","1034","a01034"
1035,"_176_","176","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_176_','a01035') WHERE 1; ","1035","a01035"
1036,"_201_","201","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_201_','a01036') WHERE 1; ","1036","a01036"
1037,"_199_","199","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_199_','a01037') WHERE 1; ","1037","a01037"
1038,"_200_","200","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_200_','a01038') WHERE 1; ","1038","a01038"
1039,"_929_","929","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_929_','a01039') WHERE 1; ","1039","a01039"
1040,"_872_","872","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_872_','a01040') WHERE 1; ","1040","a01040"
1041,"_871_","871","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_871_','a01041') WHERE 1; ","1041","a01041"
1042,"_870_","870","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_870_','a01042') WHERE 1; ","1042","a01042"
1043,"_930_","930","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_930_','a01043') WHERE 1; ","1043","a01043"
1044,"_966x_","966x","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_966x_','a01044') WHERE 1; ","1044","a01044"
1045,"_985_","985","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_985_','a01045') WHERE 1; ","1045","a01045"
1046,"_457_","457","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_457_','a01046') WHERE 1; ","1046","a01046"
1047,"_236_","236","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_236_','a01047') WHERE 1; ","1047","a01047"
1048,"_234_","234","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_234_','a01048') WHERE 1; ","1048","a01048"
1049,"_235_","235","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_235_','a01049') WHERE 1; ","1049","a01049"
1050,"_875_","875","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_875_','a01050') WHERE 1; ","1050","a01050"
1051,"_874_","874","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_874_','a01051') WHERE 1; ","1051","a01051"
1052,"_873_","873","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_873_','a01052') WHERE 1; ","1052","a01052"
1053,"_237_","237","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_237_','a01053') WHERE 1; ","1053","a01053"
