p_index_int,"acc_tag","acc_txt","replaceText","print_index","Print_index_a0000"
611,"_94_","94","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_94_','a00611') WHERE 1; ","611","a00611"
612,"_88_","88","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_88_','a00612') WHERE 1; ","612","a00612"
613,"_92_","92","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_92_','a00613') WHERE 1; ","613","a00613"
614,"_84_","84","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_84_','a00614') WHERE 1; ","614","a00614"
615,"_454_","454","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_454_','a00615') WHERE 1; ","615","a00615"
616,"_79_","79","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_79_','a00616') WHERE 1; ","616","a00616"
617,"_90_","90","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_90_','a00617') WHERE 1; ","617","a00617"
618,"_76_","76","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_76_','a00618') WHERE 1; ","618","a00618"
619,"_78_","78","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_78_','a00619') WHERE 1; ","619","a00619"
620,"_453_","453","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_453_','a00620') WHERE 1; ","620","a00620"
621,"_97_","97","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_97_','a00621') WHERE 1; ","621","a00621"
622,"_103_","103","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_103_','a00622') WHERE 1; ","622","a00622"
623,"_100_","100","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_100_','a00623') WHERE 1; ","623","a00623"
624,"_101_","101","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_101_','a00624') WHERE 1; ","624","a00624"
625,"_98_","98","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_98_','a00625') WHERE 1; ","625","a00625"
626,"_104_","104","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_104_','a00626') WHERE 1; ","626","a00626"
627,"_102_","102","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_102_','a00627') WHERE 1; ","627","a00627"
628,"_99_","99","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_99_','a00628') WHERE 1; ","628","a00628"
629,"_477_","477","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_477_','a00629') WHERE 1; ","629","a00629"
630,"_105_","105","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_105_','a00630') WHERE 1; ","630","a00630"
631,"_108_","108","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_108_','a00631') WHERE 1; ","631","a00631"
632,"_109_","109","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_109_','a00632') WHERE 1; ","632","a00632"
633,"_107_","107","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_107_','a00633') WHERE 1; ","633","a00633"
634,"_106_","106","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_106_','a00634') WHERE 1; ","634","a00634"
635,"_143_","143","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_143_','a00635') WHERE 1; ","635","a00635"
636,"_138_","138","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_138_','a00636') WHERE 1; ","636","a00636"
637,"_114_","114","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_114_','a00637') WHERE 1; ","637","a00637"
638,"_163_","163","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_163_','a00638') WHERE 1; ","638","a00638"
639,"_167_","167","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_167_','a00639') WHERE 1; ","639","a00639"
640,"_145_","145","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_145_','a00640') WHERE 1; ","640","a00640"
641,"_135_","135","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_135_','a00641') WHERE 1; ","641","a00641"
642,"_110_","110","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_110_','a00642') WHERE 1; ","642","a00642"
643,"_117_","117","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_117_','a00643') WHERE 1; ","643","a00643"
644,"_132_","132","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_132_','a00644') WHERE 1; ","644","a00644"
645,"_154_","154","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_154_','a00645') WHERE 1; ","645","a00645"
646,"_140_","140","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_140_','a00646') WHERE 1; ","646","a00646"
647,"_151_","151","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_151_','a00647') WHERE 1; ","647","a00647"
648,"_118_","118","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_118_','a00648') WHERE 1; ","648","a00648"
649,"_160_","160","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_160_','a00649') WHERE 1; ","649","a00649"
650,"_144_","144","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_144_','a00650') WHERE 1; ","650","a00650"
651,"_158_","158","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_158_','a00651') WHERE 1; ","651","a00651"
652,"_162_","162","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_162_','a00652') WHERE 1; ","652","a00652"
653,"_127_","127","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_127_','a00653') WHERE 1; ","653","a00653"
654,"_112_","112","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_112_','a00654') WHERE 1; ","654","a00654"
655,"_131_","131","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_131_','a00655') WHERE 1; ","655","a00655"
656,"_129_","129","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_129_','a00656') WHERE 1; ","656","a00656"
657,"_142_","142","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_142_','a00657') WHERE 1; ","657","a00657"
658,"_120_","120","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_120_','a00658') WHERE 1; ","658","a00658"
659,"_134_","134","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_134_','a00659') WHERE 1; ","659","a00659"
660,"_116_","116","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_116_','a00660') WHERE 1; ","660","a00660"
661,"_147_","147","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_147_','a00661') WHERE 1; ","661","a00661"
662,"_113_","113","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_113_','a00662') WHERE 1; ","662","a00662"
663,"_136_","136","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_136_','a00663') WHERE 1; ","663","a00663"
664,"_122_","122","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_122_','a00664') WHERE 1; ","664","a00664"
665,"_121_","121","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_121_','a00665') WHERE 1; ","665","a00665"
666,"_126_","126","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_126_','a00666') WHERE 1; ","666","a00666"
667,"_159_","159","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_159_','a00667') WHERE 1; ","667","a00667"
668,"_166_","166","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_166_','a00668') WHERE 1; ","668","a00668"
669,"_161_","161","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_161_','a00669') WHERE 1; ","669","a00669"
670,"_141_","141","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_141_','a00670') WHERE 1; ","670","a00670"
671,"_130_","130","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_130_','a00671') WHERE 1; ","671","a00671"
672,"_155_","155","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_155_','a00672') WHERE 1; ","672","a00672"
673,"_156_","156","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_156_','a00673') WHERE 1; ","673","a00673"
674,"_119_","119","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_119_','a00674') WHERE 1; ","674","a00674"
675,"_235u_","235u","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_235u_','a00675') WHERE 1; ","675","a00675"
676,"_128_","128","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_128_','a00676') WHERE 1; ","676","a00676"
677,"_157_","157","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_157_','a00677') WHERE 1; ","677","a00677"
678,"_137_","137","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_137_','a00678') WHERE 1; ","678","a00678"
679,"_164_","164","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_164_','a00679') WHERE 1; ","679","a00679"
680,"_165_","165","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_165_','a00680') WHERE 1; ","680","a00680"
681,"_125_","125","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_125_','a00681') WHERE 1; ","681","a00681"
682,"_139_","139","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_139_','a00682') WHERE 1; ","682","a00682"
683,"_153_","153","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_153_','a00683') WHERE 1; ","683","a00683"
684,"_152_","152","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_152_','a00684') WHERE 1; ","684","a00684"
685,"_146_","146","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_146_','a00685') WHERE 1; ","685","a00685"
686,"_111_","111","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_111_','a00686') WHERE 1; ","686","a00686"
687,"_115_","115","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_115_','a00687') WHERE 1; ","687","a00687"
688,"_133_","133","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_133_','a00688') WHERE 1; ","688","a00688"
689,"_124_","124","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_124_','a00689') WHERE 1; ","689","a00689"
690,"_123_","123","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_123_','a00690') WHERE 1; ","690","a00690"
691,"_737_","737","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_737_','a00691') WHERE 1; ","691","a00691"
692,"_738_","738","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_738_','a00692') WHERE 1; ","692","a00692"
693,"_745_","745","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_745_','a00693') WHERE 1; ","693","a00693"
694,"_744_","744","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_744_','a00694') WHERE 1; ","694","a00694"
695,"_743_","743","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_743_','a00695') WHERE 1; ","695","a00695"
696,"_693_","693","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_693_','a00696') WHERE 1; ","696","a00696"
697,"_740_","740","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_740_','a00697') WHERE 1; ","697","a00697"
698,"_741_","741","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_741_','a00698') WHERE 1; ","698","a00698"
699,"_742_","742","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_742_','a00699') WHERE 1; ","699","a00699"
700,"_742a_","742a","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_742a_','a00700') WHERE 1; ","700","a00700"
701,"_742b_","742b","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_742b_','a00701') WHERE 1; ","701","a00701"
702,"_739_","739","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_739_','a00702') WHERE 1; ","702","a00702"
703,"_746_","746","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_746_','a00703') WHERE 1; ","703","a00703"
704,"_747_","747","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_747_','a00704') WHERE 1; ","704","a00704"
705,"_4055_","4055","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4055_','a00705') WHERE 1; ","705","a00705"
706,"_4004_","4004","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4004_','a00706') WHERE 1; ","706","a00706"
707,"_4010_","4010","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4010_','a00707') WHERE 1; ","707","a00707"
708,"_4014_","4014","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4014_','a00708') WHERE 1; ","708","a00708"
709,"_4034_","4034","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4034_','a00709') WHERE 1; ","709","a00709"
710,"_4030_","4030","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4030_','a00710') WHERE 1; ","710","a00710"
711,"_4021_","4021","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4021_','a00711') WHERE 1; ","711","a00711"
712,"_4041_","4041","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4041_','a00712') WHERE 1; ","712","a00712"
713,"_4029_","4029","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4029_','a00713') WHERE 1; ","713","a00713"
714,"_4037_","4037","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4037_','a00714') WHERE 1; ","714","a00714"
715,"_4031_","4031","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4031_','a00715') WHERE 1; ","715","a00715"
716,"_4035_","4035","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4035_','a00716') WHERE 1; ","716","a00716"
717,"_4002_","4002","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4002_','a00717') WHERE 1; ","717","a00717"
718,"_4015_","4015","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4015_','a00718') WHERE 1; ","718","a00718"
719,"_4007_","4007","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4007_','a00719') WHERE 1; ","719","a00719"
720,"_4047_","4047","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4047_','a00720') WHERE 1; ","720","a00720"
721,"_4036_","4036","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4036_','a00721') WHERE 1; ","721","a00721"
722,"_4005_","4005","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4005_','a00722') WHERE 1; ","722","a00722"
723,"_4028_","4028","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4028_','a00723') WHERE 1; ","723","a00723"
724,"_4026_","4026","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4026_','a00724') WHERE 1; ","724","a00724"
725,"_4017_","4017","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4017_','a00725') WHERE 1; ","725","a00725"
726,"_4048_","4048","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4048_','a00726') WHERE 1; ","726","a00726"
727,"_4032_","4032","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4032_','a00727') WHERE 1; ","727","a00727"
728,"_4019_","4019","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4019_','a00728') WHERE 1; ","728","a00728"
729,"_4018_","4018","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4018_','a00729') WHERE 1; ","729","a00729"
730,"_4042_","4042","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4042_','a00730') WHERE 1; ","730","a00730"
731,"_4011_","4011","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4011_','a00731') WHERE 1; ","731","a00731"
732,"_4049_","4049","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4049_','a00732') WHERE 1; ","732","a00732"
733,"_4020_","4020","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4020_','a00733') WHERE 1; ","733","a00733"
734,"_4012_","4012","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4012_','a00734') WHERE 1; ","734","a00734"
735,"_4022_","4022","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4022_','a00735') WHERE 1; ","735","a00735"
736,"_4046_","4046","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4046_','a00736') WHERE 1; ","736","a00736"
737,"_4045_","4045","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4045_','a00737') WHERE 1; ","737","a00737"
738,"_4003_","4003","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4003_','a00738') WHERE 1; ","738","a00738"
739,"_4050_","4050","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4050_','a00739') WHERE 1; ","739","a00739"
740,"_4051_","4051","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4051_','a00740') WHERE 1; ","740","a00740"
741,"_4044_","4044","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4044_','a00741') WHERE 1; ","741","a00741"
742,"_4043_","4043","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4043_','a00742') WHERE 1; ","742","a00742"
743,"_4039_","4039","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4039_','a00743') WHERE 1; ","743","a00743"
744,"_921_","921","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_921_','a00744') WHERE 1; ","744","a00744"
745,"_4023_","4023","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4023_','a00745') WHERE 1; ","745","a00745"
746,"_4008_","4008","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4008_','a00746') WHERE 1; ","746","a00746"
747,"_4033_","4033","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4033_','a00747') WHERE 1; ","747","a00747"
748,"_4013_","4013","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4013_','a00748') WHERE 1; ","748","a00748"
749,"_4009_","4009","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4009_','a00749') WHERE 1; ","749","a00749"
750,"_4038_","4038","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4038_','a00750') WHERE 1; ","750","a00750"
751,"_4053_","4053","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4053_','a00751') WHERE 1; ","751","a00751"
752,"_4001_","4001","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4001_','a00752') WHERE 1; ","752","a00752"
753,"_4027_","4027","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4027_','a00753') WHERE 1; ","753","a00753"
754,"_4016_","4016","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4016_','a00754') WHERE 1; ","754","a00754"
755,"_4040_","4040","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4040_','a00755') WHERE 1; ","755","a00755"
756,"_4052_","4052","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4052_','a00756') WHERE 1; ","756","a00756"
757,"_4024_","4024","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4024_','a00757') WHERE 1; ","757","a00757"
758,"_4006_","4006","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4006_','a00758') WHERE 1; ","758","a00758"
759,"_4025_","4025","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4025_','a00759') WHERE 1; ","759","a00759"
760,"_548_","548","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_548_','a00760') WHERE 1; ","760","a00760"
