kpid,"sti","acc",acc_int
2796,"Sermon on the parable of the Rich Man and Lazarus","942",0
2797,"Sermon on the profanation of the name of God, A","966",0
2798,"Sermon on the Sacrament of the Lord's Supper","1000",0
2799,"Sermon on the Sacrament of the Lord's Supper","1003",0
2800,"Sermon on the World","880",0
2801,"Sermon on the World","880a",0
2802,"Sermon on the World","880b",0
2803,"Sermon Preached at James City in Virginia, A","935",0
2804,"Sermon preached at New York","1015",0
2805,"Sermon Preached at the Death of General Washington","632",0
2806,"Sermon Preached in Annapolis","3093",0
2807,"Sermon preached in my own Parish Church, A","841",0
2808,"Sermon upon the decay of Christianity","682",0
2809,"Sermons (1770) of an unidentified minister, Three","916",0
2810,"Sermons of Thomas Cradock","2999",0
2811,"Sermons on Various Occasions by the Rev. Paul Turquand, Volume I","1665",0
2812,"Sermons on Various Occasions by The Rev. Paul Turquand, Volume I","1714",0
2813,"Sermons on Various Occasions by the Rev. Paul Turquand, Volume II","1688",0
2814,"Sermons preached after 1800 by John Durbarrow Blair ","667",0
2815,"Sermons Vollume Thirteenth [by Archibald Simpson]","1628",0
2816,"Sermons [by Archibald Simpson]","1600a",0
2817,"Sermons, 1792-1802 [by Armistead Smith]","944",0
2818,"Serve the Lord with Gladness","1738",0
2819,"Service of the Lord neither vain nor unprofitable, The","2053",0
2820,"Serving God, On","256",0
2821,"Serving God, On","409",0
2822,"Serving Two Masters, On","3117",0
2823,"Set thine House in Order","645",0
2824,"Set your affection on things above","1694",0
2825,"Set your affections on things above.","4001",0
2826,"Seven Mss. Sermons Delivered [by Samuel Frink] in Christ Church, Savannah","1019",0
2827,"Seventeen Manuscript Sermons, 1760-1804, [by Samuel Stillman]","1014",0
2828,"Seventh Commandment, On the ","2004 ",0
2829,"Sexagesima Sunday, On","453",0
2830,"Shewing thyself a pattern of good works","827",0
2831,"Shine to enter at the strait Gate","1705",0
2832,"Short Acct. of the Nature, Terms & Conditions of the Baptismal Covenant","1732",0
2833,"Short Discorce [sic] on the 14C. of Reveration [sic] & 13V, A","983",0
2834,"Sign of the Cross, On ye","327",0
2835,"Simeon's Apostrophe ","1969 ",0
2836,"Sin and the Follies of Youth","4027",0
2837,"Sin's Burdens and Christ's Yoke, On","3048",0
2838,"Sin, On","444",0
2839,"Sin, On","446",0
2840,"Sincere conversion, On","387",0
2841,"Sinners, their allurements to be guarded against ","2019 ",0
2842,"Sinners, their allurements to be guarded against ","2021 ",0
2843,"Sins of Infirmity ","2041 ",0
2844,"Sixth Article of the Creed, On the","281",0
2845,"Sixth Article of the Creed, On the","296",0
2846,"Sixth Article of the Creed, On the","297",0
2847,"Sixth Article of the Creed, On the","299",0
2848,"Slavery to human respects, On","379",0
2849,"Slothful man & his lion, The ","1998 ",0
2850,"So shall he sprinkle many Nations","1710",0
2851,"So then, after the Lord had spoken unto them","679",0
2852,"Son of God, The","934a",0
2853,"Sorrow & heaviness of our Lord in Gethsemane, The ","2026 ",0
2854,"Sorrow & mourning become all","1956 ",0
2855,"Souls rest, The","934ss",0
2856,"Sow to yourselves in Righteousness, reap in mercy","1722",0
2857,"Speaking truth","2194",0
2858,"Speedy Conversion, On","270",0
2859,"Spirit of the world, On the","305",0
2860,"Spirit of the World, The","146",0
2861,"Spirit preventeth the works of the flesh, The ","1957 ",0
2862,"Spiritual benefits, On","68",0
2863,"Spiritual blessings bestowed on man, On the","3783",0
2864,"Spiritual or moral pride, On","2200",0
2865,"Spiritual Vigilance","1740",0
2866,"Spiritual Warfare, On","3014",0
2867,"St Ignatius, On","235v",0
2868,"St John, Epistle 1: 3 Chapter, 8 Verse, On","2103",0
2869,"St John; Ch. 8, V. 10, 11","2192",0
2870,"St Peter's Denial of his Master, On","2187",0
2871,"St. Francis Xavier, On","58",0
2872,"St. Ignatius' Feast, On ","6 ",0
2873,"St. Ignatius, On","247",0
2874,"St. Ignatius, On","325",0
2875,"St. John Baptist, For","2173",0
2876,"St. John the Baptist, On","365",0
2877,"St. Paul before Felix, On","3031",0
2878,"St. Paul's Choice","2181",0
2879,"St. Paul's Discourse to Felix ","2042 ",0
2880,"State between Death & the Resurrection, On a","1844",0
2881,"State of Protestantism, On","3064",0
2882,"State of the wicked considered, The","1886",0
2883,"Steadfastness, On","368",0
2884,"Study to shew thyself approved unto God","750",0
2885,"Study to shew thyself approved unto God","816",0
2886,"Study to shew thyself approved unto God ","817",0
2887,"Study to shew thyself approved unto God","828",0
2888,"Submission to ye will of god, On","180",0
2889,"Submitting to the Will of God, On","4016",0
2890,"Substance of a Sermon, preached by Tho. Coke ","548",0
2891,"Success of Xtianity an evidence of its truth, The","1830",0
2892,"Sudden death, On","188",0
2893,"Suffering in this world, On","97",0
2894,"Summary of the arguments in favor of Christianity","1836",0
2895,"Superior excellence of Christ's preaching, The","2186",0
2896,"Superiority of the Gospel over Natural Religion, The","2052",0
2897,"Suspension of Andrew Nugent, On the","111",0
2898,"Swearing, On","169",0
2899,"Swearing, On","173",0
2900,"Swearing, On","175",0
2901,"Swearing, On","235n",0
2902,"Take heed therefore how ye hear","1021",0
2903,"Take heed to yourselves","928",0
2904,"Taking possession of the Episc. see of Baltre Decr 1790","115",0
2905,"Tares in the Church, Of the","934d",0
2906,"Temple of God on Earth, The","651",0
2907,"Temptation and Wisdom, On","3051",0
2908,"Temptations offered to men ","1937 ",0
2909,"Temptations, offered by Satan to Jesus, presented also to man, The","1882",0
2910,"Temptations, On","414",0
2911,"Tenderness and Mercy of God, The","652",0
2912,"Tenth Commandment, On the ","2007 ",0
2913,"Tenth Commandment, On the ","2009 ",0
2914,"Terms and Qualifications of successful prayers, The ","2035 ",0
2915,"Testify the Gospel of the Grace of God","949",0
2916,"Textbook of Sermons Heard by Richard Dozier","929",0
2917,"Thanksgiving 1797, For the","2124",0
2918,"Thanksgiving for national blessings","1809",0
2919,"Thanksgiving on Feb. 19, 1795, For the ","2022 ",0
2920,"Thanksgiving Sermon, A","471",0
2921,"Thanksgiving Sermon, A","941",0
2922,"Thanksgiving Sermon, A, in consequence of the President's Proclamation","631",0
2923,"Theft, On","177",0
2924,"Theological Responses","4066",0
2925,"There is a reward for the righteous","1728",0
2926,"There is no good in them, but for a Man to rejoice and to do good in his life","1720",0
2927,"There is no peace saith my God to ye Wicked","913",0
2928,"There Remaineth therefore a rest to the People of God","966x",0
2929,"There shall come in the last days scoffers","813",0
2930,"Therefore be ye also ready","815",0
2931,"Thine is the kingdom","2122",0
2932,"Things in which we ought not, and that in which we may glory","2066",0
2933,"Things, in which we ought not, and that, in which we may glory","2067",0
2934,"Third Article of the, On the","280",0
2935,"Third commandment, On the","1803",0
2936,"This do in remembrance of me","805",0
2937,"Those who honor God","1914",0
2938,"Those, to whom there is no condemnation","2075",0
2939,"Three Sermons by George Goundril","887",0
2940,"Three(?) Addresses to the Continental Army","4068",0
2941,"Through a Glass Darkly","1025",0
2942,"Through him we both have an Access by one Spirit unto the Father","1672",0
2943,"Thy Kingdom come","833",0
2944,"Thy kingdom come","2117",0
2945,"Thy will be done","2118",0
2946,"Thy will be done on earth as it is in heaven","675",0
2947,"To Whom is the Cup in the Sacrament a Cup of Blessing?","1002",0
2948,"Together in Unity","874",0
2949,"Torments of Hell, On the","57",0
2950,"Torments of Hell, On the","430",0
2951,"Transfiguration, On the","371",0
2952,"transitoriness of life, On the","879",0
2953,"Tribulation of the world ","1943 ",0
2954,"True and righteous believers","918",0
2955,"True church, On the one","381",0
2956,"True faith in Christ, On","1787",0
2957,"True Honour of Man, On the","783",0
2958,"True religion, On","235q",0
2959,"Truly God is good","1701",0
2960,"Trust in God, On our","1765",0
2961,"Trusting in the Lord, On","3107",0
2962,"Truth","133",0
2963,"Truth of religion, On the","148",0
2964,"Truth of Revelation, The","2126",0
2965,"Truth of the Old Testament","1852",0
2966,"Truth of the Scriptures of the New Testament, The","1814",0
2967,"Turning from sin to newness of life","2162",0
2968,"Two Sermons","723",0
2969,"Two sermons and a charge to two newly ordained ministers","991",0
2970,"Two Sermons by Edward Gantt","876",0
2971,"Two Sermons by George Goundril","883",0
2972,"Two Sermons by John Coleman","751",0
2973,"Two Sermons by John Coleman","793",0
2974,"Two Sermons by John Coleman","796",0
2975,"Two Sermons by John Coleman (Acc. 790)","790",0
2976,"Two Sermons on the Death of Elder Lewis Lunsford","947",0
2977,"Two sermons undivided from Isai 44 Ch 3d vs","1662",0
2978,"Two sermons undivided from Jer 3d Ch 19","1657",0
2979,"Two sermons undivided from Lev 10 Ch 3d vs","1661",0
2980,"Two Sermons [by John Coleman]","799",0
2981,"Two Sermons [by John Coleman]","802",0
2982,"Two Sermons [by Robert Preade (Read?)]","904",0
2983,"Uncertainty of existence, On the","124",0
2984,"Uncertainty of life, & suddenness of death, The","2138",0
2985,"Unclean thoughts, On","355",0
2986,"Unfit for Heaven","4062",0
2987,"Unity","2057",0
2988,"Unity of God, The","1904",0
2989,"Universal Love & Charity","1911",0
2990,"Unsearchable Wisdom of God, in his dealings with men, On the","1757",0
2991,"Unstable as Water thou shalt not excell","940",0
2992,"Untitled Ms. Sermons 1686 and 1707","912",0
2993,"Unworthy communion, On","294",0
2994,"Upright poor man & the perverse rich one ","1985 ",0
2995,"Use and abuse of the World, The","2039 ",0
2996,"Use of time, On the","3",0
2997,"Use of time, On the","52",0
2998,"Use of time, On the","104",0
2999,"Use of time, On the","288",0
3000,"Vanity of human Life","1682",0
3001,"Vanity, On","172",0
3002,"Vanity, On","176",0
3003,"Venial Sin, Of","287",0
3004,"Venial sin, On","123",0
3005,"Veracity of God, On the","1866",0
3006,"Vice of Ingratitude, On the","417",0
3007,"Vine and Its Branches, On the","3050",0
3008,"Virgin Mary, On the","40",0
3009,"Visionary schemes of happiness, On","2102",0
3010,"Visitation of the third District, For the","2166",0
3011,"Visitation-sermon","2167",0
3012,"Vocation to Sanctity, On our","460",0
3013,"Wait for the Hope of Righteousness by Faith","1725",0
3014,"Waiting patiently, till the change come ","1996 ",0
3015,"Walk in the Spirit","671",0
3016,"Walking circumspectly ","2050 ",0
3017,"Walking Circumspectly in Evil Days, On","3119",0
3018,"Walking Circumspectly, Of","934u",0
3019,"Walking with God, On","1845",0
3020,"Walking worthy of ye Lord unto all pleasing","1917",0
3021,"Way of Peace, The","884",0
3022,"We also are compassed about with so great a cloud of witnesses","898",0
3023,"We are ambassadors for Xt.","801",0
3024,"We must all appear before the Judgment Seat of Christ","920",0
3025,"We must all appear before the Judgment-Seat of Xt.","1715",0
3026,"We preach not ourselves, but Christ Jesus","824",0
3027,"We preach not ourselves, but Christ Jesus","825",0
3028,"We preach not ourselves, but Xt Jesus","806",0
3029,"We preach not ourselves, but Xt Jesus","807",0
3030,"We preach not ourselves, but Xt Jesus","808",0
3031,"We Preach Xt. crucified","1727",0
3032,"We speak not as pleasing Men, but God","873",0
3033,"We will serve the Lord","1734",0
3034,"Wealth","835",0
3035,"Wealth, On","747",0
3036,"Wealth, On","2207",0
3037,"Wealth, On","3099",0
3038,"Wedding Sermon","739",0
3039,"What is a man profited if he shall gain the whole world","795",0
3040,"What is a man profited?","814",0
3041,"What is to be done for the inheritance of eternal life, On","968",0
3042,"What manner of Persons ought we to be","1718",0
3043,"Whatsoever ye would that Men should do to you, do ye even so to them","1687",0
3044,"When I have [a] convenient season, I will call for thee","1706",0
3045,"When the fulness of the Time was come, God sent forth h[is] Son","1724",0
3046,"When the unclean spirit is gone out of a man","811",0
3047,"While ye Child was yet alive","752",0
3048,"Whipping & thorns","240",0
3049,"Whitsunday, For","1758",0
3050,"Whitsunday, For","1843",0
3051,"Whitsunday, For ","1945 ",0
3052,"Whitsunday, For ","2034 ",0
3053,"Whitsunday, For","2109",0
3054,"Whitsunday, For","2143",0
3055,"Who gave Jacob for a Spoil, & Israel to the Robbers?","1711",0
3056,"Whole armour of God, The","2093",0
3057,"Wicked presume upon their Impunity","2195",0
3058,"Wickedness and destruction of the old world, On the","2110",0
3059,"Wickedness its own Punishment","2125",0
3060,"Wickedness of Christians no proof against Christianity, The","2203",0
3061,"Wilkinson, John, sermons","3129",0
3062,"Wine & Milk without Money & without Price","895",0
3063,"Wisdom is justified of all his children","810",0
3064,"Wisdom of fearing God, The","934s",0
3065,"Wisdom of God, On the","1766",0
3066,"Wisdom's Happiness and Sin's Misery","3071",0
3067,"Wisdom, Money, and Knowledge","655",0
3068,"wise Son maketh a glad father, A","878",0
3069,"Without me ye can do nothing","1675",0
3070,"Wonderful Compassions of Christ to the greatest Sinners, The","789",0
3071,"Word of God, On the","102",0
3072,"Word of God, On the","221",0
3073,"Word of God, On the","307",0
3074,"Word of God, On the","347",0
3075,"Word of God, On the","389",0
3076,"Words of Eternal Life, The","654",0
3077,"Work of Christ, For the","948",0
3078,"Work out your own Salvation","1729",0
3079,"Work out your own Salvation with Fear and Trembling","890",0
3080,"Working ","1938 ",0
3081,"Working with Fear & Trembling","1912",0
3082,"Works in sin, Of","257",0
3083,"Works of Christ, On the","3124",0
3084,"Worldliness, On","227",0
3085,"Worldliness, On","286",0
3086,"Worldliness, On","4024",0
3087,"Worldly wisdom spiritually improved ","2033 ",0
3088,"Worship in spirit and truth, On ","99",0
3089,"Worship, On","3065",0
3090,"Worthiness of Heavenly Glory","4006",0
3091,"wrongful actions of nations, On the","819",0
3092,"Ye cannot serve God & Mammon","727",0
3093,"Ye shall not swear by my Name falsely","889",0
3094,"Ye should do as I have done to you","1666",0
3095,"Yoke of Christ easy, The ","1928 ",0
3096,"Your labor is not in vain in the Lord","1686",0
3097,"Youth on being Sober-minded, To","1741",0
3098,"Youth Reminded of A Judgment to Come","4025",0
3099,"Zeal not according to knowledge, Of","2206",0
3100,"[Prayer and Justification, On]","4039",0
